0	58232.7
0	59100.45
0.0000508	59972.65
0.0000508	60840.4
0.000127	62580.35
0.000127	63879.75
0.0001778	65619.7
0.0003048	67791.3
0.000381	70399
0.000508	73006.7
0.0006096	76050.5
0.0008128	79089.85
0.0009906	83001.4
0.0012446	86912.95
0.0014986	90824.5
0.0018034	95172.15
0.002159	100387.55
0.00254	105166.85
0.0029718	110382.25
0.0035306	115597.65
0.0040894	121244.7
0.0047752	126896.2
0.005461	132979.35
0.0063754	138626.4
0.0071374	145145.65
0.0080518	151228.8
0.0090424	157316.4
0.01016	163399.55
0.0113538	169482.7
0.0125984	175565.85
0.0138938	181649
0.0153162	187736.6
0.0168148	193819.75
0.0184912	199902.9
0.0202184	205986.05
0.0215138	210333.7
0.0232664	215980.75
0.0251206	221632.25
0.0269748	226847.65
0.0289052	232058.6
0.0308864	236842.35
0.0328676	241621.65
0.0349758	246400.95
0.0370332	251180.25
0.0391414	255527.9
0.0412496	259871.1
0.0434086	264218.75
0.0455676	268130.3
0.0476758	272041.85
0.0498602	275953.4
0.0520192	279428.85
0.0541274	282904.3
0.0562356	286379.75
0.05842	289859.65
0.0606552	293335.1
0.0625602	295942.8
0.0645668	299418.25
0.0665988	302025.95
0.06858	305069.75
0.0705104	308109.1
0.0724916	310716.8
0.074295	313324.5
0.0761492	315932.2
0.0780034	318103.8
0.0799338	320711.5
0.0813562	322887.55
0.0830834	325059.15
0.0847598	327230.75
0.0863854	329402.35
0.0879856	331142.3
0.089535	333313.9
0.0910844	335053.85
0.092583	337225.45
0.0940816	338965.4
0.0954278	340269.25
0.0967994	342004.75
0.098171	343308.6
0.0994664	345048.55
0.100711	346352.4
0.1019556	347220.15
0.1030732	348524
0.1041908	349396.2
0.1053084	350263.95
0.106299	351131.7
0.1072896	351131.7
0.108204	351567.8
0.1090168	351567.8
0.1098296	350700.05
0.110617	349827.85
0.1113028	348092.35
0.1118616	346352.4
0.1124966	344180.8
0.1129792	340705.35
0.113411	337225.45
0.1137412	332446.15
0.1140968	327230.75
0.1143	322015.35
0.1144778	315064.45
0.1145286	307241.35
0.1146048	298986.6
0.1145286	289859.65
0.1144778	279864.95
0.1143	268998.05
0.114046	256831.75
0.1137412	245097.1
0.113411	232058.6
0.1129792	219024.55
0.1124966	204682.2
0.1118616	190339.85
0.1113028	175565.85
0.110617	160355.75
0.1099566	145145.65
0.1091438	129503.9
0.1082802	113857.7
0.1073404	98647.6
0.1064006	83437.5
0.10541	67791.3
0.1043686	53017.3
0.103251	38243.3
0.1020826	23900.95
0.1008888	9994.7
0.0996442	-3475.45
0.0983488	-16077.85
0.0970534	-28248.6
0.095631	-40414.9
0.0941832	-51277.35
0.0927608	-61708.15
0.0912876	-71702.85
0.0898652	-79962.05
0.0883158	-89089
0.0866394	-97343.75
0.0850138	-104730.75
0.0832866	-111686.1
0.0816102	-118205.35
0.079883	-124288.5
0.0780796	-129935.55
0.0762	-134714.85
0.074422	-139498.6
0.0725424	-143841.8
0.0706374	-147753.35
0.068707	-151228.8
0.0667258	-154708.7
0.0647446	-157748.05
0.0627634	-160355.75
0.060706	-162963.45
0.058674	-165571.15
0.0566166	-167742.75
0.0545084	-170350.45
0.0524002	-172090.4
0.050292	-174262
0.0481838	-176433.6
0.0460248	-178609.65
0.0438404	-180345.15
0.0416814	-182521.2
0.03937	-184256.7
0.0372618	-185996.65
0.0351028	-188168.25
0.0328676	-190339.85
0.0306324	-192515.9
0.028575	-194251.4
0.0263652	-196859.1
0.02413	-199035.15
0.0218948	-201206.75
0.0196596	-203378.35
0.0174244	-205986.05
0.0151892	-208157.65
0.012954	-210765.35
0.0107188	-213373.05
0.0084836	-215980.75
0.0063246	-218588.45
0.0040894	-221196.15
0.0018542	-224239.95
-0.0003048	-226847.65
-0.0024892	-229455.35
-0.0046482	-232494.7
-0.0069342	-235102.4
-0.0089916	-237710.1
-0.0110998	-240317.8
-0.013208	-243361.6
-0.0153162	-245964.85
-0.0174244	-248572.55
-0.0195326	-251180.25
-0.02159	-253787.95
-0.0239268	-256831.75
-0.0257302	-259003.35
-0.0277876	-261611.05
-0.0297688	-264218.75
-0.0318008	-266826.45
-0.0338582	-268998.05
-0.0358394	-271605.75
-0.0378968	-274213.45
-0.0397002	-275953.4
-0.0416814	-278125
-0.0437896	-280732.7
-0.0456946	-282904.3
-0.0475742	-285080.35
-0.0495554	-287683.6
-0.0514604	-289859.65
-0.0534416	-292031.25
-0.055372	-293771.2
-0.0573024	-295942.8
-0.0592836	-298550.5
-0.061214	-300286
-0.063119	-302462.05
-0.0650494	-305069.75
-0.0669798	-306805.25
-0.0688848	-308981.3
-0.0708152	-311152.9
-0.0726694	-313324.5
-0.0745998	-315496.1
-0.076454	-317672.15
-0.0783844	-319407.65
-0.0802386	-321583.7
-0.0822198	-323755.3
-0.084328	-325926.9
-0.0858774	-327230.75
-0.0876808	-329402.35
-0.089535	-331142.3
-0.0912876	-332446.15
-0.093091	-334186.1
-0.0948182	-335921.6
-0.0965454	-337225.45
-0.098044	-338529.3
-0.0996442	-339401.5
-0.1011936	-340269.25
-0.102743	-341137
-0.1042416	-341573.1
-0.1056132	-342004.75
-0.1069086	-341573.1
-0.1081532	-341137
-0.1093978	-340269.25
-0.1104392	-338965.4
-0.1114298	-337225.45
-0.1123696	-334617.75
-0.1131824	-331578.4
-0.113919	-328098.5
-0.1145286	-323755.3
-0.1150874	-318976
-0.1155954	-312892.85
-0.115951	-306373.6
-0.116205	-298986.6
-0.1164082	-290727.4
-0.1165098	-282036.55
-0.1165098	-272473.5
-0.116459	-261611.05
-0.1162812	-250748.6
-0.1160272	-239013.95
-0.1157224	-226847.65
-0.1152906	-213809.15
-0.1148334	-200339
-0.1143	-186864.4
-0.113665	-172526.5
-0.1129792	-158184.15
-0.1122934	-145145.65
-0.111506	-129935.55
-0.1106932	-116029.3
-0.1097534	-101691.4
-0.108839	-87349.05
-0.1077722	-73442.8
-0.1067308	-59100.45
-0.1056132	-46066.4
-0.1044194	-32591.8
-0.103251	-19989.4
-0.1019556	-7387
-0.1006348	3911.55
-0.0993394	15646.2
-0.0979678	26508.65
-0.0965454	36503.35
-0.0950722	46498.05
-0.0935228	55188.9
-0.0920242	63879.75
-0.090424	71702.85
-0.0887984	79525.95
-0.087122	86481.3
-0.0853948	93432.2
-0.0837184	99515.35
-0.0819912	105166.85
-0.0801878	110382.25
-0.0783844	115597.65
-0.076454	119940.85
-0.0745998	124288.5
-0.0726694	128200.05
-0.0706882	132111.6
-0.068707	135587.05
-0.0667258	138626.4
-0.0648716	141670.2
-0.0628142	144714
-0.0607822	147317.25
-0.058674	150361.05
-0.0565658	152532.65
-0.0543814	155140.35
-0.0522224	157748.05
-0.0499872	159924.1
-0.047879	162095.7
-0.0455168	164267.3
-0.0434086	166438.9
-0.0411734	168614.95
-0.0389382	170786.55
-0.036703	172958.15
-0.034417	175129.75
-0.0321818	177305.8
-0.0298958	179477.4
-0.0275844	181649
-0.0253746	183825.05
-0.0228854	186432.75
-0.0207772	188604.35
-0.0184912	190775.95
-0.0161798	193383.65
-0.0139446	195555.25
-0.0116586	198162.95
-0.0093726	200339
-0.0071374	202942.25
-0.004826	205118.3
-0.0026162	207726
0.000127	210765.35
0.0019304	212941.4
0.0039624	215113
0.0061976	217720.7
0.0084328	219892.3
0.010668	222936.1
0.012827	225107.7
0.0150622	227715.4
0.0172466	230323.1
0.0194056	232930.8
0.02159	235538.5
0.023749	237710.1
0.0259334	240753.9
0.0280416	242925.5
0.0302006	245533.2
0.0323088	248140.9
0.034417	250312.5
0.0365252	252920.2
0.0386334	255091.8
0.0406908	257699.5
0.0431546	260307.2
0.044831	262914.9
0.0468884	264654.85
0.0489204	267262.55
0.0509778	269434.15
0.0530098	272041.85
0.0550672	273777.35
0.0571246	276385.05
0.0591566	278561.1
0.0613918	281168.8
0.0631952	282904.3
0.0652272	285080.35
0.0672084	287251.95
0.0690118	289423.55
0.0710692	291595.15
0.0730504	293335.1
0.0750316	295506.7
0.0770128	297682.75
0.078994	299418.25
0.0809244	301589.85
0.0832866	303765.9
0.084963	305501.4
0.0866902	306805.25
0.0885444	308545.2
0.090424	310285.15
0.0921512	311589
0.0939546	312892.85
0.095631	314628.35
0.0972312	315496.1
0.0988568	316368.3
0.100457	317672.15
0.1018794	318103.8
0.103251	318976
0.1046226	318976
0.1058418	319407.65
0.1070356	319407.65
0.1081532	318976
0.1091946	318103.8
0.1101344	317672.15
0.110998	315932.2
0.1118108	314628.35
0.1124204	312456.75
0.1130554	309849.05
0.1136142	306373.6
0.114046	302893.7
0.1144016	299418.25
0.1146556	294202.85
0.1149096	288987.45
0.1150366	282472.65
0.1150874	275517.3
0.1150874	267694.2
0.1150366	259871.1
0.1149096	250748.6
0.1146556	241185.55
0.1144016	231190.85
0.114046	220328.4
0.1136142	209029.85
0.1131824	196859.1
0.1126236	184692.8
0.1120648	172090.4
0.111379	157748.05
0.110744	146017.85
0.1100074	132979.35
0.1091946	119504.75
0.108331	106034.6
0.1074166	92996.1
0.1064768	79962.05
0.1054862	66923.55
0.1044194	54321.15
0.1033018	42154.85
0.1020064	27812.5
0.1010158	18253.9
0.0997712	6955.35
0.0984758	-3475.45
0.0971804	-13906.25
0.0958088	-23900.95
0.0945642	-32160.15
0.093091	-41282.65
0.0915924	-49105.75
0.0900938	-57364.95
0.0885444	-64751.95
0.0869442	-71702.85
0.0852678	-78222.1
0.0835914	-84305.25
0.081915	-89956.75
0.0801116	-95603.8
0.0783844	-100387.55
0.076581	-105166.85
0.0746506	-109510.05
0.0727964	-113857.7
0.0706882	-118205.35
0.068961	-121244.7
0.0669798	-124720.15
0.0649224	-128200.05
0.0629412	-131239.4
0.060833	-134283.2
0.0587248	-136890.9
0.0566674	-139498.6
0.0545084	-142537.95
0.0524002	-145145.65
0.0501142	-147753.35
0.0480568	-149924.95
0.0458216	-152532.65
0.0435864	-154708.7
0.0413512	-157316.4
0.0391414	-159488
0.03683	-162095.7
0.034798	-163831.2
0.0325628	-166438.9
0.0302514	-168614.95
0.0279654	-171222.65
0.0256794	-173394.25
0.023368	-175565.85
0.021082	-177737.45
0.018796	-180345.15
0.0164338	-182521.2
0.0141478	-185128.9
0.0118364	-187300.5
0.0095504	-189908.2
0.0072644	-192079.8
0.0047244	-195123.6
0.002667	-197295.2
0.000381	-199466.8
-0.0019304	-202074.5
-0.0042164	-204682.2
-0.0065024	-207289.9
-0.0087376	-209897.6
-0.011049	-212505.3
-0.0132588	-215113
-0.015494	-217284.6
-0.0178562	-220328.4
-0.0200406	-222500
-0.0222504	-225107.7
-0.0244856	-227715.4
-0.02667	-230323.1
-0.0289052	-232930.8
-0.0310642	-235102.4
-0.0332994	-237710.1
-0.0354584	-240317.8
-0.037465	-242489.4
-0.039624	-245097.1
-0.0418592	-247704.8
-0.0439674	-249876.4
-0.0461264	-252484.1
-0.0482346	-254660.15
-0.050419	-256831.75
-0.0525272	-259003.35
-0.0546862	-261611.05
-0.0567944	-264218.75
-0.0589026	-266390.35
-0.061087	-268566.4
-0.063119	-270738
-0.0652272	-272909.6
-0.0673354	-275081.2
-0.0693928	-277257.25
-0.071501	-279428.85
-0.0735584	-281600.45
-0.0755904	-283776.5
-0.0775716	-285512
-0.0796798	-287683.6
-0.0816102	-289423.55
-0.0835914	-291595.15
-0.0854456	-293335.1
-0.087376	-295075.05
-0.0892302	-296378.9
-0.0910336	-298114.4
